Date_ID,Date,Year,Quarter,Month_Number,Month_Name
20201128,28/11/2020,2020,4,11,November
20201129,29/11/2020,2020,4,11,November
20201130,30/11/2020,2020,4,11,November
20201201,01/12/2020,2020,4,12,December
20201202,02/12/2020,2020,4,12,December
20201203,03/12/2020,2020,4,12,December
20201204,04/12/2020,2020,4,12,December
20201205,05/12/2020,2020,4,12,December
20201206,06/12/2020,2020,4,12,December
20201207,07/12/2020,2020,4,12,December
20201208,08/12/2020,2020,4,12,December
20201209,09/12/2020,2020,4,12,December
20201210,10/12/2020,2020,4,12,December
20201211,11/12/2020,2020,4,12,December
20201212,12/12/2020,2020,4,12,December
20201213,13/12/2020,2020,4,12,December
20201214,14/12/2020,2020,4,12,December
20201215,15/12/2020,2020,4,12,December
20201216,16/12/2020,2020,4,12,December
20201217,17/12/2020,2020,4,12,December
20201218,18/12/2020,2020,4,12,December
20201219,19/12/2020,2020,4,12,December
20201220,20/12/2020,2020,4,12,December
20201221,21/12/2020,2020,4,12,December
20201222,22/12/2020,2020,4,12,December
20201223,23/12/2020,2020,4,12,December
20201224,24/12/2020,2020,4,12,December
20201225,25/12/2020,2020,4,12,December
20201226,26/12/2020,2020,4,12,December
20201227,27/12/2020,2020,4,12,December
20201228,28/12/2020,2020,4,12,December
20201229,29/12/2020,2020,4,12,December
20201230,30/12/2020,2020,4,12,December
20201231,31/12/2020,2020,4,12,December
